epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,16836.2,1.26852,0.59896,0.00594,0.64295,0.42104,0.45172,0.21733,2.12329,2.40749,0.01298,0.000486262,0.000486262,0.000486262
144,16940,1.31528,0.60962,0.00572,0.64586,0.45368,0.47127,0.22187,2.13253,2.35995,0.01289,0.000481863,0.000481863,0.000481863
145,17659.7,1.26918,0.58169,0.0057,0.63375,0.44343,0.46668,0.22026,2.13212,2.41842,0.01266,0.000477463,0.000477463,0.000477463
146,17762.4,1.2723,0.58687,0.00578,0.67934,0.43306,0.4728,0.22306,2.136,2.34893,0.01284,0.000473064,0.000473064,0.000473064
147,17897.5,1.26646,0.59711,0.00574,0.63574,0.44274,0.46199,0.21938,2.12141,2.39333,0.01274,0.000468664,0.000468664,0.000468664
148,18004,1.28652,0.59755,0.00554,0.62626,0.42389,0.44284,0.21148,2.13407,2.43853,0.0128,0.000464265,0.000464265,0.000464265
149,18129.6,1.27302,0.58808,0.0056,0.63166,0.43807,0.46803,0.21875,2.14432,2.40575,0.01297,0.000459865,0.000459865,0.000459865
150,18233.1,1.26374,0.57966,0.0056,0.60516,0.42642,0.44614,0.20802,2.13636,2.41353,0.01288,0.000455466,0.000455466,0.000455466
151,18411,1.23262,0.56923,0.00572,0.65466,0.42407,0.45359,0.21424,2.13848,2.45754,0.01285,0.000451066,0.000451066,0.000451066
152,18520.7,1.28957,0.59503,0.00552,0.60825,0.44633,0.46669,0.21881,2.14803,2.40263,0.01278,0.000446666,0.000446666,0.000446666
153,18694.4,1.26107,0.57645,0.00552,0.61539,0.44034,0.45826,0.21801,2.15502,2.46027,0.0128,0.000442267,0.000442267,0.000442267
154,18805.1,1.25195,0.57317,0.00558,0.65794,0.42858,0.462,0.21954,2.14476,2.46199,0.0128,0.000437867,0.000437867,0.000437867
155,19349.2,1.2967,0.60164,0.00549,0.63844,0.43408,0.46196,0.21848,2.13324,2.40095,0.0128,0.000433468,0.000433468,0.000433468
156,19447.6,1.24857,0.58889,0.00569,0.67278,0.42466,0.46534,0.21603,2.15157,2.38914,0.01299,0.000429068,0.000429068,0.000429068
157,20000,1.2946,0.60552,0.00553,0.62092,0.43868,0.46156,0.2189,2.13506,2.43545,0.01273,0.000424669,0.000424669,0.000424669
158,20104,1.28205,0.59168,0.00553,0.62858,0.44099,0.45988,0.21729,2.14281,2.44949,0.01279,0.000420269,0.000420269,0.000420269
159,20239.1,1.24773,0.58894,0.00568,0.60698,0.44951,0.46963,0.22365,2.12911,2.34755,0.01266,0.00041587,0.00041587,0.00041587
160,20342.3,1.26622,0.57697,0.00546,0.65491,0.42726,0.46794,0.21971,2.13057,2.38143,0.01259,0.00041147,0.00041147,0.00041147
161,20763.2,1.26937,0.57966,0.00533,0.66918,0.4252,0.47281,0.22288,2.1333,2.40292,0.01269,0.00040707,0.00040707,0.00040707
162,20875.9,1.23779,0.56176,0.00543,0.65085,0.44141,0.46893,0.22262,2.13369,2.43143,0.01276,0.000402671,0.000402671,0.000402671
163,21366.2,1.2617,0.57642,0.00555,0.64161,0.42539,0.44476,0.2091,2.15788,2.43724,0.01294,0.000398271,0.000398271,0.000398271
164,21465.7,1.23819,0.57359,0.00553,0.64077,0.42063,0.4533,0.21165,2.14613,2.4698,0.01269,0.000393872,0.000393872,0.000393872
165,21901.5,1.25107,0.57603,0.00541,0.60321,0.44162,0.46007,0.21491,2.14101,2.39457,0.01281,0.000389472,0.000389472,0.000389472
166,22009.6,1.23421,0.5602,0.00547,0.61512,0.44285,0.45668,0.21542,2.15619,2.37981,0.01289,0.000385073,0.000385073,0.000385073
167,22794.3,1.25051,0.57031,0.00533,0.63752,0.43956,0.46403,0.21534,2.14832,2.37873,0.01296,0.000380673,0.000380673,0.000380673
168,22894.7,1.2574,0.56902,0.00533,0.62267,0.43592,0.46408,0.21416,2.14535,2.48938,0.01283,0.000376273,0.000376273,0.000376273
169,23261.5,1.25187,0.56709,0.00521,0.62998,0.43224,0.46132,0.21822,2.13446,2.45323,0.0129,0.000371874,0.000371874,0.000371874
170,23364.6,1.21138,0.55265,0.0053,0.60987,0.45209,0.47015,0.22188,2.14692,2.40819,0.01296,0.000367474,0.000367474,0.000367474
171,23890.6,1.21146,0.5648,0.00529,0.58625,0.45881,0.46838,0.22057,2.13082,2.36828,0.01287,0.000363075,0.000363075,0.000363075
172,24000.3,1.23167,0.56346,0.00533,0.63109,0.43646,0.46668,0.2233,2.14122,2.43105,0.01297,0.000358675,0.000358675,0.000358675
173,24553.3,1.26027,0.57514,0.00528,0.63607,0.446,0.46913,0.22182,2.13667,2.39502,0.01289,0.000354276,0.000354276,0.000354276
174,24663.1,1.23832,0.56048,0.00515,0.64923,0.44717,0.47823,0.22881,2.12863,2.41885,0.0129,0.000349876,0.000349876,0.000349876
175,25222.7,1.22576,0.55408,0.00524,0.66211,0.44434,0.47815,0.22653,2.13975,2.39207,0.0131,0.000345477,0.000345477,0.000345477
